src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,label
192.168.56.103,192.168.56.101,35540,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:05,90010863,45747.84490178702,209.31917961946436,140.01643334982802,69.30274626963636,12603,6238,2250525,1867278,12427,66,178.57057843370626,451.07784622742844,1514,66,299.3392112856685,384.2325054,12427,66,218.55543760946873,433.8370744931654,188214.60720478834,252060,124760,20,9516,4777.643152866242,5003269,-18,44906.94241140433,90010863,5003269,0,7142.585541977464,55081.04103542168,89992390,5005952,0,14428.794292127626,78136.67391204984,0,0,0,0,1,0,0,0,0,0,0,0.4949615170991034,218.55543760946873,83,2972,0,0,0,0,3130825,1872444,2501634.5,629190.5,1957.740234,17.37890625,3229.251082251082,12.437229437229437,56616.77966623448,36854.190046670665,178.57057843370626,299.3392112856685,0,12603,6238,2250525,1867278,PortScan
192.168.56.103,192.168.56.101,35522,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:05,90029804,50914.983664742846,238.35440094926787,166.3338065247815,72.02059442448636,14975,6484,2654258,1929608,13078,66,177.24594323873123,353.0390054630896,1514,66,297.59531153608884,403.59737850800826,13078,66,213.6104198704506,373.1614060619642,139249.43497414215,299500,129680,20,12631,4195.624848541336,5003647,-24,41009.13892,89991160,5003647,0,6009.827701349005,49331.044839196045,90026983,5005285,0,13886.623939534165,74718.03464929352,0,0,0,0,1,0,0,0,0,0,0,0.4329883138564274,213.6104198704506,83,389,0,0,0,0,2830655,2172992,2501823.5,328831.5,2305.2272727272725,20.25,2763.0257731958764,10.27319587628866,65777.79666754564,47894.87176302597,177.24594323873123,297.59531153608884,0,14975,6484,2654258,1929608,PortScan
192.168.56.103,192.168.56.101,35520,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:05,90064630,48514.461226343796,267.26363057284533,175.7071560722561,91.55647450058919,15825,8246,2413513,1955924,1266,66,152.51266982622434,150.4023036254499,1514,66,237.19670143099685,328.0927134792259,1514,66,181.5228698,231.00349901611835,53362.61655768979,316500,164920,20,12347,3741.7761528874116,5001320,-29,41932.94854568345,90064630,5001320,0,5691.647497472194,51733.61747668969,89995498,5002107,0,10915.160460885385,72244.43031083027,0,0,0,0,1,0,0,0,0,0,0,0.5210742496050553,181.5228698,83,4888,0,0,0,0,2598317,2403003,2500660,97657,2039.9968895800932,18.27682737169518,2227.644859813084,9.971962617,43406.76300980489,121567.89008543894,152.51266982622434,237.19670143099685,0,15825,8246,2413513,1955924,PortScan
192.168.56.103,192.168.56.101,35510,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:05,90076634,52967.088,240.65064420591028,179.33618611903282,61.31445808687745,16154,5523,2908829,1862268,12110,66,180.06865172712642,421.0631028885882,1514,66,337.1841390548615,390.01184021975865,12110,66,220.0995063892605,419.0040212333208,175564.36980969316,323080,110460,20,12573,4155.587239343052,5001170,-18,44103.784687129075,89980633,5001170,0,5570.521451,51194.16572250642,90073783,5001888,0,16311.804237595074,88539.55899,0,0,0,0,1,0,0,0,0,0,0,0.34189674384053487,220.0995063892605,83,2,0,0,0,0,3678052,1323118,2500585,1177467,2599.6733576642337,21.253649635036496,2910.6787878787877,10.33030303030303,66280.24387010995,40191.43617004139,180.06865172712642,337.1841390548615,0,16154,5523,2908829,1862268,PortScan
192.168.56.103,192.168.56.101,35514,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:05,90079202,49324.73757926941,208.76073036259803,146.23797399981407,62.522756362783944,13173,5632,2573505,1869628,14546,66,195.3621043042587,608.3792193055589,1514,66,331.9651988636364,370.3863795642623,14546,66,236.27402286625897,551.6122734,304276.10013082536,263460,112640,20,9093,4790.424590512657,5003107,-19,45421.46434571648,89983605,5003107,0,6831.430686304282,54485.51009201225,90077033,5003940,19,15996.631681761677,83633.84814511806,0,0,0,0,1,0,0,0,0,0,0,0.42754118272223485,236.27402286625897,83,0,0,0,0,0,2899147,2103960,2501553.5,397593.5,2298.2527716186255,18.86917960088692,3573.4625850340135,13.748299319727892,64412.10943580803,32816.55644341318,195.3621043042587,331.9651988636364,0,13173,5632,2573505,1869628,PortScan
192.168.56.103,192.168.56.101,35498,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:05,90001278,53570.06152734853,282.7515404836807,200.88603630717333,81.86550417650736,18080,7368,2830830,1990544,7306,66,156.5724557522124,164.66850131517324,1514,66,270.1606948968512,390.77381536424247,7306,66,189.45983967305878,257.1606155029072,66131.58216583409,361600,147360,20,15581,3536.798090148151,4956926,-26,38640.791518904916,90001278,4956926,0,4978.2221361800985,45952.35015842221,89997209,4957695,0,12216.262929279219,72107.55914187996,0,0,0,0,1,0,0,0,0,0,0,0.4075221238938053,189.45983967305878,83,1007,0,0,0,0,3313884,1643042,2478463,835421,2250.9726443768996,22.085106382978722,2211.2523659305994,6.779179810725552,51186.20683887452,58525.94507987372,156.5724557522124,270.1606948968512,0,18080,7368,2830830,1990544,PortScan
192.168.56.103,192.168.56.101,35374,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:05,91334035,95.44087262,1.0510868155556687,0.5255434077778344,0.5255434077778344,48,48,3436,5281,126,66,71.58333333333333,14.43928860974652,153,66,110.02083333333333,40.74948342378779,153,66,90.80208333333333,36.10909967020856,1303.8670789930557,960,960,20,14,961410.8947368421,5020974,4,1761892.4167242416,88261606,5020974,491,1877906.5106382978,2101541.559468616,91333899,5062276,3779,1943274.4468085107,2099492.010903193,0,0,0,0,1,0,0,0,0,0,0,1,90.80208333333333,83,500,3989572,340410,1681262.6666666667,1275758.0343222525,3989430,343073,1832030.7272727273,1289222.8888329372,0,0,0,0,0,0,71.58333333333333,110.02083333333333,0,48,48,3436,5281,PortScan
192.168.56.103,192.168.56.101,35534,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:05,91779783,124.21036122955314,1.3619557152363284,0.6864256804791095,0.6755300347572188,63,62,5361,6039,242,66,85.0952381,32.27004817272969,133,66,97.40322580645162,31.61025746005475,242,66,91.2,32.53183056638529,1058.32,1260,1240,20,26,740159.5403225806,5010402,0,1394163.3786514567,89703601,5010402,0,1446832.2741935484,1681390.4633839577,91776356,5012068,20,1504530.4262295081,1675922.9317794847,0,0,0,0,1,0,0,0,0,0,0,0.9841269841269841,91.2,83,500,3617891,1481021,2956557,646909.3114219678,3006879,91220,1851592.5882352942,897616.5807533965,0,0,0,0,0,0,85.0952381,97.40322580645162,0,63,62,5361,6039,PortScan
192.168.56.103,192.168.56.101,35488,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:05,90694468,128.24376454802072,1.4113319458470168,0.7166920037504382,0.6946399420965785,65,63,5633,5998,242,66,86.66153846153846,32.91727483022434,132,66,95.20634921,30.75358217883627,242,66,90.8671875,32.15571758396699,1033.9901733398438,1300,1260,20,28,714129.6692913385,5052428,2,1418198.846702977,90694468,5052428,106,1417101.063,1732692.4369592029,89010079,5052679,78,1435646.435483871,1749809.3140556188,0,0,0,0,1,0,0,0,0,0,0,0.9692307692307692,90.8671875,83,500,3600123,2680140,3178368,295111.73035208206,3707341,45585,2091704.75,1294979.788508758,0,0,0,0,0,0,86.66153846153846,95.20634921,0,65,63,5633,5998,PortScan
192.168.56.103,192.168.56.101,35474,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:05,90001682,53946.68068536763,236.56224558114369,178.6744385510484,57.88780703009528,16081,5210,2976318,1878974,11106,66,185.08289285492197,448.9006903183455,1514,66,360.64760076775434,406.05380849404213,11106,66,228.0443379831854,445.2466905863913,198244.61547813367,321620,104200,20,12643,4227.409253170503,3946370,-28,37081.23190400007,90001682,3946370,0,5597.119527363184,42958.30778103308,89998274,3948808,2,17277.457093492034,75355.41491522187,0,0,0,0,1,0,0,0,0,0,0,0.32398482681425284,228.0443379831854,83,657,0,0,0,0,3223367,723003,1973185,1250182,2501.7023172905524,21.254901960784313,3082.345394736842,10.901315789473685,75698.70636013038,37274.73151005718,185.08289285492197,360.64760076775434,0,16081,5210,2976318,1878974,PortScan
192.168.56.103,192.168.56.101,35468,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:05,90026333,52420.25130580405,245.41708257738324,193.38786130498065,52.02922127,17410,4684,2868465,1850738,9906,66,164.7596209075244,231.7648797958964,1514,66,395.1191289496157,469.52871958526816,9906,66,213.5965873087716,312.9374890677533,97929.87206,348200,93680,20,15638,4074.8764767120806,3486226,-27,34890.470899285494,90026333,3486226,0,5171.252398184847,40093.29627892518,89984081,3488383,1,19215.05039504591,75683.0293,0,0,0,0,1,0,0,0,0,0,0,0.2690407811602527,213.5965873087716,83,1,0,0,0,0,0,0,0,0,2238.363103953148,21.292825768667644,2613.6220472440946,10.125984251968504,62430.03530877774,42356.83306,164.7596209075244,395.1191289496157,0,17410,4684,2868465,1850738,PortScan
192.168.56.101,192.168.56.103,6633,35442,08:00:27:63:9e:81,08:00:27:55:0d:fc,6,5/03/2025 16:06,90103811,61213.770414217004,337.69936767713415,76.47845217112959,261.22091550600453,6891,23537,2057550,3458044,1514,66,298.5851110143666,415.54208804690523,14546,66,146.91948846497004,269.5641295107315,14546,66,181.2670567,315.1883101038705,99343.67082613365,137820,470740,20,4001,2961.2841883853157,807959,-26,11882.366910919423,90103811,807959,0,13077.476197387517,26586.98558892032,88679181,173139,0,3767.810206,13037.92552728175,0,0,0,0,1,0,0,0,0,0,0,3.4156145697286315,181.2670567,988,1019,0,0,0,0,0,0,0,0,2825.775330396476,8.938325991189428,2249.6168741355464,27.612724757952975,37335.78710957258,56131.50305819099,298.5851110143666,146.91948846497004,0,6891,23537,2057550,3458044,PortScan
192.168.56.101,192.168.56.103,6633,35454,08:00:27:63:9e:81,08:00:27:55:0d:fc,6,5/03/2025 16:06,90381194,54011.01472503229,298.33639949478874,75.69052473460353,222.6458747601852,6841,20123,2049497,2832083,1514,66,299.59026458120155,449.29420368662323,1266,66,140.73860756348458,98.45483444,1514,66,181.04064678831034,251.4494495383938,63226.82567316125,136820,402460,20,2808,3352.032414790639,839862,-33,12605.056733117128,90381194,839862,0,13213.62485380117,24012.355762766932,88859208,185404,0,4416.022661763244,15413.635069952137,0,0,0,0,1,0,0,0,0,0,0,2.941529016225698,181.04064678831034,927,112,0,0,0,0,0,0,0,0,2302.840579710145,6.7101449275362315,2013.720385674931,25.457300275482094,31912.889476595352,79409.02250697496,299.59026458120155,140.73860756348458,0,6841,20123,2049497,2832083,PortScan
192.168.56.103,192.168.56.101,35462,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:06,90753073,57709.638107791674,353.10099086121306,253.29169845300996,99.80929240820308,22987,9058,3045151,2192176,1146,66,132.47274546482794,94.78589842836534,1514,66,242.01545595054097,344.7261065286898,1514,66,163.4366359806522,206.0793773532494,42468.709770302965,459740,181160,20,19474,2832.1271688927723,912121,-29,13451.917659927118,89108631,804756,0,3876.6480031323413,14861.429785689976,90727368,912121,0,10017.37528983107,27319.708026644035,0,0,0,0,1,0,0,0,0,0,0,0.3940488101970679,163.4366359806522,112,3615,0,0,0,0,0,0,0,0,2007.261348005502,25.34525447042641,2395.539358600583,9.787172011661808,55219.61113376276,56634.03709282332,132.47274546482794,242.01545595054097,0,22987,9058,3045151,2192176,PortScan
192.168.56.103,192.168.56.101,35416,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:06,90046510,66942.86097262404,382.46901517893366,299.33419962639306,83.13481555254057,26954,7486,3955928,2072043,17286,66,146.7658974549232,230.61652972034125,1514,66,276.7890729361475,401.194704,17286,66,175.02819396051103,281.93251789470446,79485.94464644785,539080,149720,20,25152,2614.6582943755625,1728874,-28,14286.152050533165,86812287,164162,0,3220.8766,11536.79447017074,90023686,1728874,0,12027.212558450234,31848.975640102206,0,0,0,0,1,0,0,0,0,0,0,0.27773243303405803,175.02819396051103,203,2955,0,0,0,0,0,0,0,0,2742.2942857142857,33.63285714285714,3473.3422818791946,9.651006711409396,58307.43486117613,31014.822605112535,146.7658974549232,276.7890729361475,0,26954,7486,3955928,2072043,PortScan
192.168.56.103,192.168.56.101,35424,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:06,90872884,61964.73306602661,317.54246954460035,253.02377329633336,64.51869624826698,22993,5863,3647885,1983029,17426,66,158.65198103770712,518.0981247005826,1514,66,338.22769913013815,417.36679465368576,17426,66,195.13841142223455,504.4805068845332,254500.58182647554,459860,117260,20,20018,3149.2875411540463,1726522,-23,16541.91786720827,87584262,216010,0,3809.336377870564,14053.547521131117,90870878,1726522,0,15501.685090412828,37018.46158612563,0,0,0,0,1,0,0,0,0,0,0,0.2549906493280564,195.13841142223455,112,2139,0,0,0,0,0,0,0,0,3176.5083487940633,35.923933209647494,4034.3571428571427,12.736607142857142,100200.90065858055,29093.49209472525,158.65198103770712,338.22769913013815,0,22993,5863,3647885,1983029,PortScan
192.168.56.101,192.168.56.103,6633,35436,08:00:27:63:9e:81,08:00:27:55:0d:fc,6,5/03/2025 16:06,91163014,51655.41148080075,272.41310823707516,41.09122587807375,231.32188235900142,3746,21088,1844377,2864686,1514,66,492.35904965296317,525.9832518507604,1806,66,135.8443664643399,84.35358147489129,1806,66,189.62160747362486,253.08927940006248,64054.183347242884,74920,421760,20,2988,3671.0381750090605,1726629,-30,16102.91993744898,91163014,1726629,20,24342.593858477972,41494.91231141128,87881659,214928,0,4167.575235927348,13381.434738493761,0,0,0,0,1,0,0,0,0,0,0,5.629471436198612,189.62160747362486,883,999,0,0,0,0,0,0,0,0,2381.389121338912,5.648535564853557,2080.1291727140783,27.51088534107402,48258.10598092321,84450.07127124077,492.35904965296317,135.8443664643399,0,3746,21088,1844377,2864686,PortScan
192.168.56.103,192.168.56.101,35374,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:06,90052217,87.22716954,0.8994781327815616,0.4219773956259178,0.47750073715564384,38,43,2588,5267,74,66,68.10526315789474,3.5227790590908445,240,66,122.48837209302326,54.632970747514335,240,66,96.97530864,48.23783037436207,2326.8882792257277,760,860,20,10,1125652.713,5089310,4,1963222.2603102545,82550814,5089310,220,2231103.081081081,2350026.951227562,89943601,5089614,281,2141514.3095238097,2278193.395818917,0,0,0,0,1,0,0,0,0,0,0,1.131578947368421,96.97530864,83,500,1136564,202061,718577.6666666666,311667.6964255715,5000697,79709,1175097,1487222.4475101228,0,0,696,5,0,421.18563756975885,68.10526315789474,122.48837209302326,0,38,43,2588,5267,PortScan
192.168.56.103,192.168.56.101,35534,6633,08:00:27:55:0d:fc,08:00:27:63:9e:81,6,5/03/2025 16:06,90306804,103.82384919745361,1.1405563638372143,0.5425947750293544,0.5979615888078599,49,54,4009,5367,126,66,81.81632653061224,24.901170753058373,133,66,99.38888888888889,32.382789591515966,133,66,91.02912621359224,30.36076169487202,921.7758506928083,980,1080,20,20,885360.8235294118,4909771,3,1467543.3295400108,84702056,4909779,105212,1764626.1666666667,1715676.443,90201587,4909801,113435,1701916.7358490566,1660478.553816795,0,0,0,0,1,0,0,0,0,0,0,1.1020408163265305,91.02912621359224,83,500,3783339,980042,2850236.777777778,769684.0020619974,4895224,309104,1662591,1082422.960127716,0,0,335,5,0,200.60697082276405,81.81632653061224,99.38888888888889,0,49,54,4009,5367,PortScan
192.168.56.101,192.168.56.103,6633,35400,08:00:27:63:9e:81,08:00:27:55:0d:fc,6,5/03/2025 16:06,92977878,52430.460931792826,299.34002150490034,76.79246024522091,222.5475612596794,7140,20692,2017571,2857302,1514,66,282.5729691876751,429.44912583250044,1866,66,138.0872801082544,90.71364834011048,1866,66,175.15352831273356,239.6084213154939,57412.19556530323,142800,413840,20,2950,3340.7957313786783,3264858,-26,25427.049706522615,92977878,3264858,0,13023.935845356493,50036.94916480276,86595737,747644,0,4185.188584,15136.729964177084,0,0,0,0,1,0,0,0,0,0,0,2.8980392156862744,175.15352831273356,5001,1024,0,0,0,0,1664071,1600787,1632429,31642,2655.151785714286,7.803571428571429,2154.1789940828403,27.816568047337277,38831.29903744729,74648.53329325354,282.5729691876751,138.0872801082544,0,7140,20692,2017571,2857302,PortScan
